city,city_ascii,state_id,state_name
Rowlett,Rowlett,TX,Texas
Lakeville,Lakeville,MN,Minnesota
Alpharetta,Alpharetta,GA,Georgia
Longview,Longview,WA,Washington
DeKalb,DeKalb,IL,Illinois
Petaluma,Petaluma,CA,California
Redondo Beach,Redondo Beach,CA,California
Tamarac,Tamarac,FL,Florida
Laguna Niguel,Laguna Niguel,CA,California
Eagan,Eagan,MN,Minnesota
Kenner,Kenner,LA,Louisiana
Bay City,Bay City,MI,Michigan
North Little Rock,North Little Rock,AR,Arkansas
Sammamish,Sammamish,WA,Washington
Shawnee,Shawnee,KS,Kansas
Jupiter,Jupiter,FL,Florida
Doral,Doral,FL,Florida
Florence-Graham,Florence-Graham,CA,California
Carbondale,Carbondale,IL,Illinois
Blaine,Blaine,MN,Minnesota
Weirton,Weirton,WV,West Virginia
Tulare,Tulare,CA,California
Wellington,Wellington,FL,Florida
Pflugerville,Pflugerville,TX,Texas
Palo Alto,Palo Alto,CA,California
Schenectady,Schenectady,NY,New York
Great Falls,Great Falls,MT,Montana
Michigan City,Michigan City,IN,Indiana
Bayonne,Bayonne,NJ,New Jersey
Eden Prairie,Eden Prairie,MN,Minnesota
Port Orange,Port Orange,FL,Florida
Dublin,Dublin,CA,California
Grand Forks,Grand Forks,ND,North Dakota
Noblesville,Noblesville,IN,Indiana
San Clemente,San Clemente,CA,California
Brentwood,Brentwood,CA,California
Carmichael,Carmichael,CA,California
East Orange,East Orange,NJ,New Jersey
Eastvale,Eastvale,CA,California
Chapel Hill,Chapel Hill,NC,North Carolina
Rocky Mount,Rocky Mount,NC,North Carolina
Haverhill,Haverhill,MA,Massachusetts
Beloit,Beloit,WI,Wisconsin
Glens Falls,Glens Falls,NY,New York
Brentwood,Brentwood,NY,New York
Fairbanks,Fairbanks,AK,Alaska
Springfield,Springfield,OR,Oregon
Bethesda,Bethesda,MD,Maryland
Johnstown,Johnstown,PA,Pennsylvania
Dundalk,Dundalk,MD,Maryland
Castro Valley,Castro Valley,CA,California
Coon Rapids,Coon Rapids,MN,Minnesota
Elmira,Elmira,NY,New York
Mankato,Mankato,MN,Minnesota
Albany,Albany,OR,Oregon
North Miami,North Miami,FL,Florida
Encinitas,Encinitas,CA,California
Skokie,Skokie,IL,Illinois
Leander,Leander,TX,Texas
Parkersburg,Parkersburg,WV,West Virginia
Waltham,Waltham,MA,Massachusetts
Port Charlotte,Port Charlotte,FL,Florida
Palm Harbor,Palm Harbor,FL,Florida
San Luis Obispo,San Luis Obispo,CA,California
Sebring,Sebring,FL,Florida
Council Bluffs,Council Bluffs,IA,Iowa
Hamilton,Hamilton,OH,Ohio
Moore,Moore,OK,Oklahoma
Pico Rivera,Pico Rivera,CA,California
Casa Grande,Casa Grande,AZ,Arizona
Monessen,Monessen,PA,Pennsylvania
Montebello,Montebello,CA,California
Rome,Rome,GA,Georgia
The Hammocks,The Hammocks,FL,Florida
Millcreek,Millcreek,UT,Utah
Sanford,Sanford,FL,Florida
National City,National City,CA,California
Mayagüez,Mayaguez,PR,Puerto Rico
Burnsville,Burnsville,MN,Minnesota
Coconut Creek,Coconut Creek,FL,Florida
Morristown,Morristown,TN,Tennessee
Reston,Reston,VA,Virginia
Lakewood,Lakewood,WA,Washington
Spring,Spring,TX,Texas
Gadsden,Gadsden,AL,Alabama
Taylor,Taylor,MI,Michigan
Novi,Novi,MI,Michigan
Marietta,Marietta,GA,Georgia
Hot Springs,Hot Springs,AR,Arkansas
Woodland,Woodland,CA,California
Fountainebleau,Fountainebleau,FL,Florida
La Habra,La Habra,CA,California
Malden,Malden,MA,Massachusetts
South Whittier,South Whittier,CA,California
Commerce City,Commerce City,CO,Colorado
South Hill,South Hill,WA,Washington
Bristol,Bristol,CT,Connecticut
Columbus,Columbus,IN,Indiana
West Allis,West Allis,WI,Wisconsin
Taylorsville,Taylorsville,UT,Utah
Bangor,Bangor,ME,Maine
Monterey Park,Monterey Park,CA,California
Greenwood,Greenwood,IN,Indiana
Bartlett,Bartlett,TN,Tennessee
Bradenton,Bradenton,FL,Florida
Pontiac,Pontiac,MI,Michigan
Staunton,Staunton,VA,Virginia
Meriden,Meriden,CT,Connecticut
Gardena,Gardena,CA,California
Apex,Apex,NC,North Carolina
Royal Oak,Royal Oak,MI,Michigan
Cupertino,Cupertino,CA,California
La Mesa,La Mesa,CA,California
Benton Harbor,Benton Harbor,MI,Michigan
St. Clair Shores,St. Clair Shores,MI,Michigan
Des Plaines,Des Plaines,IL,Illinois
Lewiston,Lewiston,ME,Maine
Margate,Margate,FL,Florida
Midland,Midland,MI,Michigan
Carson City,Carson City,NV,Nevada
Bowie,Bowie,MD,Maryland
Middletown,Middletown,NY,New York
Caldwell,Caldwell,ID,Idaho
San Rafael,San Rafael,CA,California
Richland,Richland,WA,Washington
St. Peters,St. Peters,MO,Missouri
Wesley Chapel,Wesley Chapel,FL,Florida
Hendersonville,Hendersonville,TN,Tennessee
White Plains,White Plains,NY,New York
Huntersville,Huntersville,NC,North Carolina
Santee,Santee,CA,California
Jefferson City,Jefferson City,MO,Missouri
Beckley,Beckley,WV,West Virginia
Arcadia,Arcadia,CA,California
Titusville,Titusville,FL,Florida
Cartersville,Cartersville,GA,Georgia
Walla Walla,Walla Walla,WA,Washington
Orland Park,Orland Park,IL,Illinois
Towson,Towson,MD,Maryland
Weymouth,Weymouth,MA,Massachusetts
Parker,Parker,CO,Colorado
Palm Beach Gardens,Palm Beach Gardens,FL,Florida
Bozeman,Bozeman,MT,Montana
East Stroudsburg,East Stroudsburg,PA,Pennsylvania
Huntington Park,Huntington Park,CA,California
Taunton,Taunton,MA,Massachusetts
Midwest City,Midwest City,OK,Oklahoma
Medford,Medford,MA,Massachusetts
Goldsboro,Goldsboro,NC,North Carolina
Euless,Euless,TX,Texas
Manhattan,Manhattan,KS,Kansas
Shoreline,Shoreline,WA,Washington
Lake Havasu City,Lake Havasu City,AZ,Arizona
Smyrna,Smyrna,GA,Georgia
Cape Girardeau,Cape Girardeau,MO,Missouri
Tamiami,Tamiami,FL,Florida
Kendale Lakes,Kendale Lakes,FL,Florida
Grants Pass,Grants Pass,OR,Oregon
Blue Springs,Blue Springs,MO,Missouri
Southaven,Southaven,MS,Mississippi
Tinley Park,Tinley Park,IL,Illinois
Diamond Bar,Diamond Bar,CA,California
Pittsfield,Pittsfield,MA,Massachusetts
Eagle Pass,Eagle Pass,TX,Texas
New Brunswick,New Brunswick,NJ,New Jersey
Lenexa,Lenexa,KS,Kansas
Hazleton,Hazleton,PA,Pennsylvania
Twin Falls,Twin Falls,ID,Idaho
Brookhaven,Brookhaven,GA,Georgia
Novato,Novato,CA,California
Tigard,Tigard,OR,Oregon
Highland,Highland,CA,California
Fountain Valley,Fountain Valley,CA,California
Dearborn Heights,Dearborn Heights,MI,Michigan
Grapevine,Grapevine,TX,Texas
Fond du Lac,Fond du Lac,WI,Wisconsin
Hacienda Heights,Hacienda Heights,CA,California
Ithaca,Ithaca,NY,New York
Apple Valley,Apple Valley,MN,Minnesota
Chicopee,Chicopee,MA,Massachusetts
Oak Lawn,Oak Lawn,IL,Illinois
Cathedral City,Cathedral City,CA,California
Delano,Delano,CA,California
Bentonville,Bentonville,AR,Arkansas
Stonecrest,Stonecrest,GA,Georgia
Kettering,Kettering,OH,Ohio
Colton,Colton,CA,California
Kingston,Kingston,NY,New York
West Haven,West Haven,CT,Connecticut
St. Cloud,St. Cloud,FL,Florida
Normal,Normal,IL,Illinois
Berwyn,Berwyn,IL,Illinois
Milford,Milford,CT,Connecticut
Aloha,Aloha,OR,Oregon
Arroyo Grande,Arroyo Grande,CA,California
Minnetonka,Minnetonka,MN,Minnesota
Rosemead,Rosemead,CA,California
Paramount,Paramount,CA,California
Yucaipa,Yucaipa,CA,California
Brunswick,Brunswick,GA,Georgia
Williamsport,Williamsport,PA,Pennsylvania
Elyria,Elyria,OH,Ohio
Leesburg,Leesburg,VA,Virginia
Mount Prospect,Mount Prospect,IL,Illinois
Pinellas Park,Pinellas Park,FL,Florida
Bellevue,Bellevue,NE,Nebraska
West Sacramento,West Sacramento,CA,California
Apopka,Apopka,FL,Florida
Lewiston,Lewiston,ID,Idaho
Grand Island,Grand Island,NE,Nebraska
Palm Desert,Palm Desert,CA,California
Milford city ,Milford city ,CT,Connecticut
Watertown,Watertown,NY,New York
Little Elm,Little Elm,TX,Texas
Chambersburg,Chambersburg,PA,Pennsylvania
Revere,Revere,MA,Massachusetts
Peabody,Peabody,MA,Massachusetts
Wylie,Wylie,TX,Texas
Beaufort,Beaufort,SC,South Carolina
Aspen Hill,Aspen Hill,MD,Maryland
DeSoto,DeSoto,TX,Texas
Helena,Helena,MT,Montana
Edina,Edina,MN,Minnesota
Wheaton,Wheaton,IL,Illinois
West New York,West New York,NJ,New Jersey
Hoboken,Hoboken,NJ,New Jersey
Lacey,Lacey,WA,Washington
Summerville,Summerville,SC,South Carolina
Oak Park,Oak Park,IL,Illinois
Maricopa,Maricopa,AZ,Arizona
Lompoc,Lompoc,CA,California
Kentwood,Kentwood,MI,Michigan
Levittown,Levittown,PA,Pennsylvania
Sierra Vista,Sierra Vista,AZ,Arizona
Levittown,Levittown,NY,New York
Madison,Madison,AL,Alabama
Smyrna,Smyrna,TN,Tennessee
Glendora,Glendora,CA,California
Burien,Burien,WA,Washington
Perth Amboy,Perth Amboy,NJ,New Jersey
Herriman,Herriman,UT,Utah
Farmington,Farmington,NM,New Mexico
New Bern,New Bern,NC,North Carolina
Placentia,Placentia,CA,California
Hinesville,Hinesville,GA,Georgia
Beaumont,Beaumont,CA,California
Collierville,Collierville,TN,Tennessee
West Lafayette,West Lafayette,IN,Indiana
Florissant,Florissant,MO,Missouri
Hoffman Estates,Hoffman Estates,IL,Illinois
Queen Creek,Queen Creek,AZ,Arizona
Aliso Viejo,Aliso Viejo,CA,California
Kannapolis,Kannapolis,NC,North Carolina
Methuen Town,Methuen Town,MA,Massachusetts
Sahuarita,Sahuarita,AZ,Arizona
Traverse City,Traverse City,MI,Michigan
Severn,Severn,MD,Maryland
Catalina Foothills,Catalina Foothills,AZ,Arizona
Galveston,Galveston,TX,Texas
Country Club,Country Club,FL,Florida
Cookeville,Cookeville,TN,Tennessee
Mishawaka,Mishawaka,IN,Indiana
Rowland Heights,Rowland Heights,CA,California
Plainfield,Plainfield,NJ,New Jersey
Bullhead City,Bullhead City,AZ,Arizona
Stillwater,Stillwater,OK,Oklahoma
Forney,Forney,TX,Texas
Wheaton,Wheaton,MD,Maryland
Azusa,Azusa,CA,California
North Bethesda,North Bethesda,MD,Maryland
Cerritos,Cerritos,CA,California
Ashburn,Ashburn,VA,Virginia
Bloomsburg,Bloomsburg,PA,Pennsylvania
Morehead City,Morehead City,NC,North Carolina
Coral Gables,Coral Gables,FL,Florida
Enid,Enid,OK,Oklahoma
Lakewood,Lakewood,OH,Ohio
Oroville,Oroville,CA,California
Wilson,Wilson,NC,North Carolina
Lawrence,Lawrence,IN,Indiana
Portage,Portage,MI,Michigan
Minot,Minot,ND,North Dakota
Dunwoody,Dunwoody,GA,Georgia
Poway,Poway,CA,California
San Jacinto,San Jacinto,CA,California
Troy,Troy,NY,New York
Newark,Newark,CA,California
Cuyahoga Falls,Cuyahoga Falls,OH,Ohio
Downers Grove,Downers Grove,IL,Illinois
Bedford,Bedford,TX,Texas
Reedley,Reedley,CA,California
Dublin,Dublin,OH,Ohio
Marana,Marana,AZ,Arizona
Cypress,Cypress,CA,California
Hollister,Hollister,CA,California
Murray,Murray,UT,Utah
Roswell,Roswell,NM,New Mexico
Pascagoula,Pascagoula,MS,Mississippi
Tuckahoe,Tuckahoe,VA,Virginia
Ceres,Ceres,CA,California
St. Louis Park,St. Louis Park,MN,Minnesota
Rio Grande City,Rio Grande City,TX,Texas
Draper,Draper,UT,Utah
Palm Springs,Palm Springs,CA,California
Paducah,Paducah,KY,Kentucky
Findlay,Findlay,OH,Ohio
University,University,FL,Florida
Bel Air South,Bel Air South,MD,Maryland
Antelope,Antelope,CA,California
Kyle,Kyle,TX,Texas
Monroe,Monroe,MI,Michigan
Lincoln,Lincoln,CA,California
Ocoee,Ocoee,FL,Florida
Burleson,Burleson,TX,Texas
La Mirada,La Mirada,CA,California
Farmers Branch,Farmers Branch,TX,Texas
East Lansing,East Lansing,MI,Michigan
Uniontown,Uniontown,PA,Pennsylvania
Jeffersonville,Jeffersonville,IN,Indiana
Winder,Winder,GA,Georgia
Wauwatosa,Wauwatosa,WI,Wisconsin
Littleton,Littleton,CO,Colorado
Cumberland,Cumberland,MD,Maryland
Cedar Hill,Cedar Hill,TX,Texas
Carrollton,Carrollton,GA,Georgia
Rancho Santa Margarita,Rancho Santa Margarita,CA,California
Beavercreek,Beavercreek,OH,Ohio
Niagara Falls,Niagara Falls,NY,New York
McLean,McLean,VA,Virginia
North Highlands,North Highlands,CA,California
East Providence,East Providence,RI,Rhode Island
Florin,Florin,CA,California
East Honolulu,East Honolulu,HI,Hawaii
Chesterfield,Chesterfield,MO,Missouri
Covina,Covina,CA,California
Bothell,Bothell,WA,Washington
Glenview,Glenview,IL,Illinois
Mentor,Mentor,OH,Ohio
Keller,Keller,TX,Texas
Danville,Danville,IL,Illinois
Spring Hill,Spring Hill,TN,Tennessee
Roseville,Roseville,MI,Michigan
Elmhurst,Elmhurst,IL,Illinois
New Philadelphia,New Philadelphia,OH,Ohio
Sandusky,Sandusky,OH,Ohio
El Dorado Hills,El Dorado Hills,CA,California
Salina,Salina,KS,Kansas
Euclid,Euclid,OH,Ohio
Kingman,Kingman,AZ,Arizona
Everett,Everett,MA,Massachusetts
Farmington,Farmington,MO,Missouri
Weatherford,Weatherford,TX,Texas
Middletown,Middletown,CT,Connecticut
Roseburg,Roseburg,OR,Oregon
Biloxi,Biloxi,MS,Mississippi
Leavenworth,Leavenworth,KS,Kansas
Fort Pierce,Fort Pierce,FL,Florida
Winter Garden,Winter Garden,FL,Florida
Oro Valley,Oro Valley,AZ,Arizona
Morgan Hill,Morgan Hill,CA,California
Potomac,Potomac,MD,Maryland
Pinehurst,Pinehurst,NC,North Carolina
Danville,Danville,VA,Virginia
Rockwall,Rockwall,TX,Texas
Coachella,Coachella,CA,California
Wake Forest,Wake Forest,NC,North Carolina
Pearl City,Pearl City,HI,Hawaii
Tupelo,Tupelo,MS,Mississippi
Attleboro,Attleboro,MA,Massachusetts
Pine Bluff,Pine Bluff,AR,Arkansas
Oakland Park,Oakland Park,FL,Florida
Marion,Marion,OH,Ohio
Hilo,Hilo,HI,Hawaii
Lufkin,Lufkin,TX,Texas
Altadena,Altadena,CA,California
Manitowoc,Manitowoc,WI,Wisconsin
Lake Ridge,Lake Ridge,VA,Virginia
Selma,Selma,CA,California
Strongsville,Strongsville,OH,Ohio
Danville,Danville,CA,California
Quincy,Quincy,IL,Illinois
Lancaster,Lancaster,OH,Ohio
Riverton,Riverton,UT,Utah
The Colony,The Colony,TX,Texas
Urbandale,Urbandale,IA,Iowa
Plainfield,Plainfield,IL,Illinois
Lombard,Lombard,IL,Illinois
Prescott,Prescott,AZ,Arizona
North Lauderdale,North Lauderdale,FL,Florida
Eureka,Eureka,CA,California
Hackensack,Hackensack,NJ,New Jersey
Sayreville,Sayreville,NJ,New Jersey
Altamonte Springs,Altamonte Springs,FL,Florida
Del Rio,Del Rio,TX,Texas
Cleveland Heights,Cleveland Heights,OH,Ohio
Bountiful,Bountiful,UT,Utah
Desert Hot Springs,Desert Hot Springs,CA,California
Peachtree Corners,Peachtree Corners,GA,Georgia
Haltom City,Haltom City,TX,Texas
Ormond Beach,Ormond Beach,FL,Florida
Cutler Bay,Cutler Bay,FL,Florida
Trujillo Alto,Trujillo Alto,PR,Puerto Rico
Adrian,Adrian,MI,Michigan
Goose Creek,Goose Creek,SC,South Carolina
Moorhead,Moorhead,MN,Minnesota
Westfield,Westfield,IN,Indiana
Concord,Concord,NH,New Hampshire
Annandale,Annandale,VA,Virginia
Rohnert Park,Rohnert Park,CA,California
Brea,Brea,CA,California
Klamath Falls,Klamath Falls,OR,Oregon
Salem,Salem,MA,Massachusetts
Channelview,Channelview,TX,Texas
North Miami Beach,North Miami Beach,FL,Florida
Whitney,Whitney,NV,Nevada
Freeport,Freeport,NY,New York
Centralia,Centralia,WA,Washington
Gallatin,Gallatin,TN,Tennessee
Stevens Point,Stevens Point,WI,Wisconsin
San Bruno,San Bruno,CA,California
Burke,Burke,VA,Virginia
Brentwood,Brentwood,TN,Tennessee
North Fort Myers,North Fort Myers,FL,Florida
Hicksville,Hicksville,NY,New York
West Babylon,West Babylon,NY,New York
Edmonds,Edmonds,WA,Washington
Apache Junction,Apache Junction,AZ,Arizona
Fairfield,Fairfield,OH,Ohio
Oakley,Oakley,CA,California
Hutchinson,Hutchinson,KS,Kansas
Greenwood,Greenwood,SC,South Carolina
Richmond,Richmond,IN,Indiana
Linden,Linden,NJ,New Jersey
Puyallup,Puyallup,WA,Washington
Huntsville,Huntsville,TX,Texas
Urbana,Urbana,IL,Illinois
Beverly,Beverly,MA,Massachusetts
Clovis,Clovis,NM,New Mexico
Statesboro,Statesboro,GA,Georgia
Hobbs,Hobbs,NM,New Mexico
McMinnville,McMinnville,OR,Oregon
Schertz,Schertz,TX,Texas
Bell Gardens,Bell Gardens,CA,California
Oviedo,Oviedo,FL,Florida
Odenton,Odenton,MD,Maryland
Grove City,Grove City,OH,Ohio
Campbell,Campbell,CA,California
Wentzville,Wentzville,MO,Missouri
Woonsocket,Woonsocket,RI,Rhode Island
La Quinta,La Quinta,CA,California
Weslaco,Weslaco,TX,Texas
Zanesville,Zanesville,OH,Ohio
Newnan,Newnan,GA,Georgia
Shakopee,Shakopee,MN,Minnesota
Brighton,Brighton,CO,Colorado
Catonsville,Catonsville,MD,Maryland
Rancho Palos Verdes,Rancho Palos Verdes,CA,California
Mableton,Mableton,GA,Georgia
Coppell,Coppell,TX,Texas
Linton Hall,Linton Hall,VA,Virginia
Moline,Moline,IL,Illinois
Delaware,Delaware,OH,Ohio
Westfield,Westfield,MA,Massachusetts
Shelton,Shelton,CT,Connecticut
Greenacres,Greenacres,FL,Florida
Westerville,Westerville,OH,Ohio
Manassas,Manassas,VA,Virginia
Kearny,Kearny,NJ,New Jersey
Los Banos,Los Banos,CA,California
Richmond,Richmond,KY,Kentucky
Spanish Fork,Spanish Fork,UT,Utah
Belleville,Belleville,IL,Illinois
Maplewood,Maplewood,MN,Minnesota
Wilkes-Barre,Wilkes-Barre,PA,Pennsylvania
Pottsville,Pottsville,PA,Pennsylvania
Columbia,Columbia,TN,Tennessee
Bartlett,Bartlett,IL,Illinois
Bluefield,Bluefield,WV,West Virginia
Fitchburg,Fitchburg,MA,Massachusetts
Marion,Marion,IN,Indiana
Cedar Falls,Cedar Falls,IA,Iowa
Buffalo Grove,Buffalo Grove,IL,Illinois
Jamestown,Jamestown,NY,New York
Woodlawn,Woodlawn,MD,Maryland
Clarksburg,Clarksburg,WV,West Virginia
Royal Palm Beach,Royal Palm Beach,FL,Florida
Marion,Marion,IA,Iowa
Covington,Covington,KY,Kentucky
Coram,Coram,NY,New York
Friendswood,Friendswood,TX,Texas
Indian Trail,Indian Trail,NC,North Carolina
Woburn,Woburn,MA,Massachusetts
The Acreage,The Acreage,FL,Florida
Holyoke,Holyoke,MA,Massachusetts
Montclair,Montclair,CA,California
South Valley,South Valley,NM,New Mexico
Torrington,Torrington,CT,Connecticut
Cedar City,Cedar City,UT,Utah
San Gabriel,San Gabriel,CA,California
Hallandale Beach,Hallandale Beach,FL,Florida
Crystal Lake,Crystal Lake,IL,Illinois
Calexico,Calexico,CA,California
Lake Oswego,Lake Oswego,OR,Oregon
Amherst,Amherst,MA,Massachusetts
Muskogee,Muskogee,OK,Oklahoma
Romeoville,Romeoville,IL,Illinois
Plant City,Plant City,FL,Florida
Keizer,Keizer,OR,Oregon
New Berlin,New Berlin,WI,Wisconsin
Chelsea,Chelsea,MA,Massachusetts
La Puente,La Puente,CA,California
Roy,Roy,UT,Utah
Security-Widefield,Security-Widefield,CO,Colorado
Marlborough,Marlborough,MA,Massachusetts
Milton,Milton,GA,Georgia
Issaquah,Issaquah,WA,Washington
Waipahu,Waipahu,HI,Hawaii
Essex,Essex,MD,Maryland
Bartlesville,Bartlesville,OK,Oklahoma
Lancaster,Lancaster,TX,Texas
Streamwood,Streamwood,IL,Illinois
Germantown,Germantown,TN,Tennessee
Annapolis,Annapolis,MD,Maryland
Carol Stream,Carol Stream,IL,Illinois
Asheboro,Asheboro,NC,North Carolina
Culver City,Culver City,CA,California
Kalispell,Kalispell,MT,Montana
Arecibo,Arecibo,PR,Puerto Rico
Lynnwood,Lynnwood,WA,Washington
Mooresville,Mooresville,NC,North Carolina
Brookfield,Brookfield,WI,Wisconsin
Crestview,Crestview,FL,Florida
Horizon West,Horizon West,FL,Florida
Clinton,Clinton,MD,Maryland
Moses Lake,Moses Lake,WA,Washington
New Castle,New Castle,PA,Pennsylvania
Olive Branch,Olive Branch,MS,Mississippi
Enterprise,Enterprise,AL,Alabama
Sun City,Sun City,AZ,Arizona
Frankfort,Frankfort,KY,Kentucky
Northglenn,Northglenn,CO,Colorado
Warren,Warren,OH,Ohio
Duncanville,Duncanville,TX,Texas
Hurst,Hurst,TX,Texas
Clermont,Clermont,FL,Florida
Wheeling,Wheeling,IL,Illinois
Fort Lee,Fort Lee,NJ,New Jersey
Pacifica,Pacifica,CA,California
Lake Worth,Lake Worth,FL,Florida
Lebanon,Lebanon,TN,Tennessee
Kendall West,Kendall West,FL,Florida
Land O' Lakes,Land O' Lakes,FL,Florida
Eagle Mountain,Eagle Mountain,UT,Utah
Reynoldsburg,Reynoldsburg,OH,Ohio
Oxford,Oxford,MS,Mississippi
Rosenberg,Rosenberg,TX,Texas
Martinez,Martinez,CA,California
Pleasant Grove,Pleasant Grove,UT,Utah
La Presa,La Presa,CA,California
Severna Park,Severna Park,MD,Maryland
Huber Heights,Huber Heights,OH,Ohio
Stanton,Stanton,CA,California
East Meadow,East Meadow,NY,New York
Menomonee Falls,Menomonee Falls,WI,Wisconsin
Granbury,Granbury,TX,Texas
Waxahachie,Waxahachie,TX,Texas
Valrico,Valrico,FL,Florida
Mission Bend,Mission Bend,TX,Texas
Holly Springs,Holly Springs,NC,North Carolina
Butler,Butler,PA,Pennsylvania
Albertville,Albertville,AL,Alabama
London,London,KY,Kentucky
Egypt Lake-Leto,Egypt Lake-Leto,FL,Florida
Cottage Grove,Cottage Grove,MN,Minnesota
Kailua,Kailua,HI,Hawaii
St. Marys,St. Marys,GA,Georgia
Mechanicsville,Mechanicsville,VA,Virginia
Richmond West,Richmond West,FL,Florida
Cleburne,Cleburne,TX,Texas
Valley Stream,Valley Stream,NY,New York
Hanover Park,Hanover Park,IL,Illinois
Oswego,Oswego,NY,New York
Navarre,Navarre,FL,Florida
Oregon City,Oregon City,OR,Oregon
Winter Springs,Winter Springs,FL,Florida
Parkland,Parkland,WA,Washington
Pahrump,Pahrump,NV,Nevada
Carpentersville,Carpentersville,IL,Illinois
Wildomar,Wildomar,CA,California
Greenfield,Greenfield,WI,Wisconsin
Braintree,Braintree,MA,Massachusetts
Rock Island,Rock Island,IL,Illinois
South Miami Heights,South Miami Heights,FL,Florida
Evans,Evans,GA,Georgia
West Fargo,West Fargo,ND,North Dakota
Mount Juliet,Mount Juliet,TN,Tennessee
San Juan,San Juan,TX,Texas
Oakton,Oakton,VA,Virginia
Georgetown,Georgetown,KY,Kentucky
Portage,Portage,IN,Indiana
Aventura,Aventura,FL,Florida
Owasso,Owasso,OK,Oklahoma
Commack,Commack,NY,New York
Park Ridge,Park Ridge,IL,Illinois
Foley,Foley,AL,Alabama
New Albany,New Albany,IN,Indiana
Benton,Benton,AR,Arkansas
Meridian,Meridian,MS,Mississippi
Bettendorf,Bettendorf,IA,Iowa
Dunedin,Dunedin,FL,Florida
Hilliard,Hilliard,OH,Ohio
Merritt Island,Merritt Island,FL,Florida
Phenix City,Phenix City,AL,Alabama
Addison,Addison,IL,Illinois
West Hollywood,West Hollywood,CA,California
Roseville,Roseville,MN,Minnesota
Oakville,Oakville,MO,Missouri
Tucker,Tucker,GA,Georgia
Moorpark,Moorpark,CA,California
Richfield,Richfield,MN,Minnesota
Monrovia,Monrovia,CA,California
Kearns,Kearns,UT,Utah
Oak Creek,Oak Creek,WI,Wisconsin
Lincoln Park,Lincoln Park,MI,Michigan
Claremont,Claremont,CA,California
Oswego,Oswego,IL,Illinois
Post Falls,Post Falls,ID,Idaho
Peachtree City,Peachtree City,GA,Georgia
Lauderdale Lakes,Lauderdale Lakes,FL,Florida
French Valley,French Valley,CA,California
Portsmouth,Portsmouth,OH,Ohio
Shawnee,Shawnee,OK,Oklahoma
Gillette,Gillette,WY,Wyoming
Tooele,Tooele,UT,Utah
Prattville,Prattville,AL,Alabama
Woodburn,Woodburn,OR,Oregon
Watertown Town,Watertown Town,MA,Massachusetts
Calumet City,Calumet City,IL,Illinois
San Juan Capistrano,San Juan Capistrano,CA,California
Foothill Farms,Foothill Farms,CA,California
Elmont,Elmont,NY,New York
Franklin,Franklin,WI,Wisconsin
Temple City,Temple City,CA,California
Cooper City,Cooper City,FL,Florida
El Mirage,El Mirage,AZ,Arizona
Meadow Woods,Meadow Woods,FL,Florida
LaGrange,LaGrange,GA,Georgia
La Vergne,La Vergne,TN,Tennessee
Middletown,Middletown,DE,Delaware
